duration,wage-increase-first-year,wage-increase-second-year,wage-increase-third-year,cost-of-living-adjustment,working-hours,pension,standby-pay,shift-differential,education-allowance,statutory-holidays,vacation,longterm-disability-assistance,contribution-to-dental-plan,bereavement-assistance,contribution-to-health-plan,class
1,4.004084,4,5,0,32.325953,0,6.193389,1.874433,0,10.080065,1,1,1,1,2,0
3,2.028166,2.799324,5,0,39,1,2,4,1,12,0,1,0,1,2,0
3,5.495147,4.546225,5,0,40,2,12.671556,5,0,12,0,1,1,1,1,1
3,3.71443,4,5,0,36.70968,2,10,5,0,9.684123,1,1,1,1,2,1
3,1.997671,2.778789,5,0,36.002895,1,2,14.265481,1,12,1,1,1,1,1,1
2,2.293174,2.750775,5,1,40,0,2,3,0,11,0,1,0,1,2,0
3,3.556637,4,5,1,38.002414,2,10,5,1,11,2,1,0,1,0,1
2,6.865897,5.403108,5,0,40,2,2,3,0,11,1,1,1,1,2,1
3,3.720179,2.257876,5,1,40,2,2,3,1,11,1,1,0,1,0,1
3,2.014765,3.062656,5,0,40,2,14,3,1,11,0,1,2,1,2,1
2,2.039701,2.053041,5,0,37.797332,2,2,3,1,11,1,1,1,1,1,1
3,3.650897,2.988364,4.588332,1,34.768188,2,2,6.861833,0,9.795447,2,1,2,1,2,1
2,5.528719,6.970609,5,0,40,2,2,4,0,11,1,1,2,1,0,1
3,4.473371,4.792569,4.577968,0,34.843218,2,2,13.02479,0,13,2,1,2,1,1,1
2,4.463789,4,5,0,40,2,14,5,0,11,1,1,2,1,2,1
3,4.419255,5.743202,5,0,35.721744,2,2,20.04575,0,11,0,1,1,1,2,1
3,2.78836,3.124372,5,0,39,0,2,3,0,11,2,1,1,1,0,0
3,4.536521,4.594774,5,0,37.127919,2,4.821783,2.266189,1,12,1,1,1,1,2,1
1,1.977621,4,1.957208,2,37.371167,0,2,14.468624,0,10.242544,1,1,1,1,2,0
2,1.978999,2.570071,2.909952,1,40,1,2,4,1,10.005197,0,1,1,1,2,1
3,2.000552,3.073742,5,0,40,0,2,0.902126,1,11,2,1,0,1,2,0
1,6.32293,2.206471,5,0,37.605988,2,2,0.155348,1,11,1,1,1,1,1,1
2,2.813512,4.782876,5,0,36.803589,2,2,3,0,12,0,1,1,1,2,1
3,4.07253,4.238868,5,0,40,1,2,3,0,12,1,1,2,0,1,1
2,4.420335,4,5,0,37.888494,2,2,0.871796,0,11,0,1,1,1,2,1
3,5.526444,6.874145,5,0,40,2,2,4,0,11,1,1,1,1,2,1
2,3.540688,4,2.031761,0,38.279663,0,10,1.160971,1,9.708676,1,0,0,0,0,0
2,4.532122,4.402888,5,1,40,2,10,5,0,11,0,1,1,1,0,1
2,6.020206,3.185723,5,0,34.520242,2,2,5,0,11,2,1,1,1,2,1
2,3.847145,5.123683,5,0,40,0,2,-0.704764,0,9.373024,0,1,1,1,0,0
2,2.039633,4,5,2,38.277334,0,2,2.252988,0,11,1,1,1,1,2,0
2,4.450043,4,5,2,40,2,2,0.271026,0,11,1,1,1,1,0,0
3,3.06401,5.302607,5,0,40,2,2,1.818078,0,12,2,0,2,0,2,0
2,2.065561,6.377422,5,0,37.846209,2,2,3,1,11,2,1,2,1,1,1
1,5.32978,4,4.670131,0,37.568453,2,2,5.014525,0,13,1,1,1,1,2,1
1,5.833946,4,5,1,37.256179,2,14,7.224415,1,12,2,1,1,1,2,1
3,2.028631,3.030317,5,0,39,2,10,5,1,12,2,1,1,1,2,1
3,2.062586,2.397767,5,0,40,0,2,5,0,9.821527,0,0,1,1,1,0
1,2.009947,2.874848,2.022385,0,39,0,2,3,0,13,2,1,1,0,2,0
3,5.912117,4.458061,5,0,40,0,2,0.329807,1,12,0,1,1,1,2,1
2,2.033528,4.518922,2.475321,0,33.470505,2,7.674616,4,1,9.818521,0,1,2,0,2,1
1,5.581505,3.048513,5,0,35.844404,1,2,4,0,12,2,1,2,1,2,1
1,3.240178,4,3.064973,0,40,0,2,3,0,15,0,1,0,1,2,0
1,2.638919,4,3.3937,0,37.331038,2,2,4,1,12,0,1,1,1,2,1
3,3.350544,4,5,1,40,2,2,8.599525,0,12,0,1,1,1,1,1
1,5.967436,4,5,1,40,2,2,4,0,11,1,1,2,1,2,1
1,2.865145,4,5,1,37.834915,2,2,1.384142,1,12,0,1,1,1,1,1
1,2.043552,4,2.038678,0,34.933545,0,2,5,1,12,2,0,0,1,0,0
2,3.649725,2.348664,5,0,40,0,5.393974,4,1,10.634304,2,0,0,0,0,0
3,6.85269,4.761706,5,0,37.547217,2,13.030597,-0.586301,0,11,1,1,1,1,2,1
2,4.491928,4.579957,5,1,34.432804,2,2,5,0,11,1,1,1,1,2,1
1,6.025466,4,5,0,32.475927,2,2,0.774354,0,12,1,1,1,1,2,1
1,5.436423,3.393701,5,0,36.220541,2,2,28.793596,0,15,2,1,1,1,2,1
1,5.10576,2.065451,5,0,40,2,3.305801,4,0,9.41611,1,1,1,1,1,1
1,3.957368,3.032035,5,0,37.170007,0,2,5,0,13,0,1,1,1,0,0
3,4.007001,6.075979,5,1,40,2,2,3,1,11,0,1,1,1,2,1
1,2.010068,4,5,0,40,1,2,3,0,10.000716,2,1,0,1,1,0
2,4.226798,5.305351,5,1,40,2,2,3,0,12,2,1,1,1,2,1
1,6.563798,4,5,0,40,2,2,0.325093,0,11,0,1,1,1,2,1
3,1.976794,2.501979,2.002913,0,40,0,2,5,0,9.536357,1,1,1,1,2,0
3,5.384451,4.777467,2.870699,1,31.153309,2,2,3,0,10.056907,2,1,1,1,2,1
1,3.546978,3.287837,5,2,40,0,2,3,0,9.455276,0,0,0,1,0,0
1,4.516355,2.832005,5,0,40,2,7.365959,5,0,12,2,1,1,1,2,1
2,4.47786,3.165218,5,0,37.643584,2,2,2.608483,0,12,2,1,1,1,2,1
2,4.465277,4,5.1,2,37.793619,0,2,3,0,15,0,0,2,0,0,0
3,3.826661,4,5,0,31.891546,2,7.075696,4,0,11,1,1,1,1,2,1
3,4.53481,2.380323,5,2,40,0,2,5,1,10.36072,2,1,0,1,1,0
1,2.059229,2.978773,5,1,38.1006,1,2,5,1,11,2,1,2,1,0,0
1,5.431886,4,5,0,40,2,2,0.240711,0,12,2,1,2,1,2,1
2,4.532743,4.756643,4.281768,0,30.892562,2,2,3,1,11,1,1,2,1,2,1
2,2.864728,2.911942,5,0,33.309517,0,10,2.186112,0,11,0,0,2,0,1,0
2,4.509288,6.266161,5,0,37.195397,2,2,5,1,10.751161,2,1,1,1,2,1
3,7.441498,5.120057,5,0,33.597483,2,2,3,0,9.816297,0,1,1,1,2,1
3,5.550388,4.615859,5,0,37.729964,2,2,3,0,12,0,1,2,1,2,1
2,2.041012,4,5,0,40,0,2,3,0,12,0,0,0,1,0,0
2,4.504059,4,5,0,40,2,2,3,1,11,0,1,1,1,0,1
3,5.256488,2.266326,5,1,40,2,2,4,0,11,2,1,1,1,1,1
3,3.487317,2.314208,5,1,40,2,11.539918,4,0,11,0,1,1,1,2,1
2,3.763464,3.055681,5,0,38.913067,2,2,4,0,11,2,1,2,1,1,1
1,5.176766,4,5,0,36.511569,2,2,2.334568,0,12,1,1,2,1,2,1
1,5.495037,2.965981,5,0,32.26568,2,2,4,1,11,0,1,0,1,1,1
2,4.434952,2.143284,5,0,40,2,2,20.324729,1,11,0,1,1,1,2,1
3,2.000865,2.70539,4.476955,0,40,0,2,5,1,15,2,0,0,1,0,0
2,4.478839,4.400214,5,1,40,1,2,4,0,11,2,1,1,1,2,1
2,4.474962,4,5,0,37.212142,2,2,4,0,15,2,1,2,1,2,1
3,1.946318,4.554033,2.175446,1,38.151877,2,2,4,0,9.345863,0,1,1,1,2,1
2,4.450408,4.382772,1.9487,0,40,0,2,3,0,9.329348,0,0,1,1,1,0
2,2.301891,3.398926,5,0,40,1,2,3,0,11,0,0,0,0,0,0
1,1.996909,2.959654,2.562765,0,40,2,2,3,0,12,0,1,1,1,2,0
3,2.048583,4,4.498945,1,40,2,14,18.877188,1,15,0,1,2,1,2,1
3,5.558526,6.132077,5,0,40,2,2,3,0,11,2,1,1,1,2,1
3,2.005828,2.20546,2.043845,0,40,0,2,5,0,11,0,1,1,1,2,0
2,5.923674,4,5,0,34.929232,2,2,3,0,12,2,1,1,1,2,1
2,2.560278,2.622596,5,0,40,2,2,3,1,11,2,1,1,1,2,1
2,1.980364,3.238623,5,0,40,0,2,3,0,10.295283,1,0,0,1,0,0
2,6.180517,5.803565,5,0,29.90151,2,2,3,0,11,2,1,2,1,2,1
2,2.465075,2.256296,1.987644,0,32.916083,0,2,3,1,10.350205,2,1,0,1,2,0
2,1.995862,2.934774,5,0,38.007537,2,2,4,1,11,2,1,1,1,2,1
1,4.426613,4,5,0,37.379653,1,2,0.640685,0,11,2,1,1,1,2,1
1,2.021789,4,5,2,37.779038,0,2,3,0,11,1,1,1,1,0,0
3,1.998713,5.183542,5,2,38.056901,2,10,3,0,12,1,1,1,1,2,0
3,4.435423,4.353225,5,2,40,0,2,4,1,9.586362,0,1,1,1,2,0
2,2.721817,2.402474,2.139637,2,40,0,2,3,0,9.431329,1,1,0,1,2,0
2,3.911274,4,5,0,40,1,2,3,0,11,0,1,1,1,0,0
1,2.832563,4,4.158076,0,40,2,2,4,1,13,1,1,0,1,1,1
2,4.396064,4.414065,4.547664,0,37.780365,2,2,3,0,9.20715,1,1,1,1,2,1
2,4.5572,2.843582,5,0,40,2,2,3,1,12,1,0,0,1,0,0
3,2.0778,4.747271,5,2,40,1,2,1.447133,0,9.356711,0,0,1,1,0,0
2,3.442362,3.291112,3.49968,0,40,2,2,6.551719,0,12,0,1,1,1,2,1
2,3.365054,4,5,0,40,2,2,2.203353,0,12,0,0,0,1,0,0
2,4.550628,4.669318,5,0,33.531821,2,2,3,1,10.380152,0,1,1,1,1,1
3,3.909153,4,5,0,38.052985,2,2,3,0,15,2,0,1,0,0,1
2,4.505399,4,5,0,37.763787,0,4.522993,5,0,11,1,0,1,0,1,0
2,3.192709,2.796773,2.120992,0,37.054893,1,12.435969,2.434267,0,10.016414,0,1,1,1,2,0
2,4.389791,4,5,0,40,0,2,0.291779,0,13,0,0,1,1,0,0
2,4.448146,4.560905,5,0,35.396703,2,2,4,1,15,2,1,0,1,0,1
3,4.778282,2.635249,5.1,0,31.695787,2,2,3,0,8.943598,0,1,1,1,2,1
2,2.049703,2.365071,5,0,40,0,2,1.41206,0,11,0,0,0,0,0,0
3,1.949214,2.971758,5,0,40,0,2,3,1,10.145226,0,0,0,0,0,0
2,4.415876,4.605587,5,0,40,2,13.420189,5,0,12,1,1,2,1,2,1
3,3.662651,3.119153,5,0,40,2,2,3,0,11,0,1,1,1,2,1
1,2.515782,4,5,2,40,0,2,3,0,12,0,0,0,1,0,0
2,4.552465,4,5,1,40,2,2,7.649623,0,12,1,1,1,1,2,1
1,2.012622,2.879111,5,0,40,0,2,3,0,9.187406,1,1,1,1,0,0
3,7.276481,4,5,0,40,0,2,3,1,11,0,1,0,1,2,0
2,1.973646,3.273718,5,0,40,2,2,3,0,13,0,1,1,1,2,0
3,6.216785,5.787127,5,0,37.805453,2,2,3,0,12,2,1,2,1,2,1
2,4.495979,4.370122,5,0,35.168339,2,2,3,1,11,0,1,1,1,2,1
3,5.462909,5.573916,5,0,40,2,2,5,1,11,1,1,0,1,2,0
2,4.00522,4,2.074054,1,38.028963,1,2,3,1,10.003449,2,0,0,1,0,0
2,5.105209,3.944566,5,0,40,2,2,3,0,11,1,1,1,1,2,1
3,4.509091,2.53552,5,0,31.546505,2,10,3,0,11,1,1,0,1,1,1
2,3.502324,5.350641,1.99215,0,40,0,2,4,1,9.134962,2,1,0,1,1,0
3,3.318505,3.064488,5,1,38.429967,2,2,21.523527,1,11,2,1,1,1,2,1
2,6.734192,5.900107,4.51806,0,36.682133,2,2,4,0,13,0,1,1,1,2,1
1,2.01257,4,5,1,40,1,2,-1.385033,0,10.072139,0,1,1,0,2,0
3,4.02496,4,5,0,40,2,2,4,0,9.678148,1,1,2,1,1,1
2,2.70255,3.322265,5,1,40,2,2,4,1,11,0,1,0,0,1,1
2,3.68318,4,5,2,40,2,2,4,0,12,2,1,1,1,2,1
2,2.800898,2.702173,3.92209,0,38.281476,0,2,3,0,11,1,1,1,1,2,0
3,3.951572,4,5,0,37.493413,2,2,3,0,11,2,1,1,1,2,1
2,4.572461,6.798828,5,0,38.146075,0,2,4,0,9.446459,1,1,2,1,2,1
2,3.78253,6.677435,5,0,37.820123,2,2,3,0,12,2,0,1,0,1,0
1,3.099571,4.389715,2.042179,2,40,2,12.153866,3.100832,0,9.945567,1,0,1,1,2,0
3,4.507193,4,2.132567,0,40,2,2,5,1,9.411943,1,1,0,1,2,0
2,6.401179,4,5,1,37.113501,2,2,3,0,11,2,1,1,1,2,1
3,6.862489,5.486205,5,1,40,2,2,3,0,12,0,1,1,1,2,1
3,2.035106,2.731934,5,0,40,0,2,3,1,9.868858,1,1,0,1,1,0
2,3.543854,5.777468,5,0,35.679377,2,2,3,0,11,1,1,2,1,0,1
1,3.772015,2.374007,2.002996,0,40,2,2,3,0,9.914207,0,1,1,1,2,0
2,4.447554,2.458221,5,0,39,2,14,-0.947159,0,12,1,0,1,0,1,0
3,1.991736,3.010421,5,0,32.854052,2,2,3,1,15,1,1,1,1,2,1
2,4.500301,2.781191,4.546189,0,37.895779,2,2,5,0,13,2,1,1,1,2,1
1,1.99474,4,5,0,37.983208,0,2,15.801687,0,9.895563,2,0,0,0,2,0
1,3.521252,4,2.082912,0,40,0,12.490188,3,1,9.928457,1,1,1,1,2,0
2,4.44679,4.003253,5,0,40,2,2,4,1,11,1,1,2,1,1,1
1,2.711391,3.10443,1.998695,0,40,2,2,3,0,9.583853,0,1,1,1,2,0
2,2.947068,3.083235,5,1,39,1,2,3,0,11,1,0,1,1,1,0
3,2.013915,2.439883,5,0,40,0,2,3,0,11,0,0,0,1,0,0
2,3.803345,4.786403,5,2,39,0,2,1.370276,1,9.793916,2,0,0,1,0,0
3,3.606381,4,5,0,40,2,2,3,0,12,2,1,1,1,2,1
2,2.838167,2.192265,5,0,39,0,2,3,0,9.489504,2,1,1,1,2,0
3,5.250294,5.523022,4.05113,0,40,2,2,3,0,13,0,1,2,1,2,1
1,4.329394,4,4.619885,0,37.646196,0,2,3,0,8.405541,0,1,1,1,0,0
3,3.841305,3.038755,5,1,33.170953,2,2,3,0,15,0,1,1,1,1,1
2,3.874288,3.095003,3.131185,2,40,1,2,3,1,9.074245,2,1,0,1,2,0
2,5.730247,6.04089,3.52516,2,34.478305,2,2,5,0,12,2,1,2,1,2,1
2,4.507548,4,5,0,37.223327,2,2,4,0,11,2,1,2,1,2,1
1,3.99587,4,5,0,38.268008,2,2,3,0,9.445485,1,1,1,1,0,0
2,3.496551,5.9073,5,0,37.292272,0,2,3,1,9.91489,2,0,0,1,0,0
1,5.890726,4,2.424271,0,40,2,12.417029,1.461514,0,9.171335,1,1,2,1,2,1
3,2.015903,2.338998,4.681296,0,40,0,2,3,1,12,1,0,0,1,0,0
3,3.547839,4,5,0,38.109737,1,14.05645,0.037427,0,15,1,1,1,1,2,1
2,3.385859,5.573744,5,0,37.134471,1,2,3,0,12,0,1,1,1,2,1
3,2.720069,2.385088,5.1,0,40,2,2,0.731902,0,15,0,0,1,1,1,0
3,2.715103,6.065535,2.020691,1,40,0,2,1.39092,0,15,1,0,2,0,1,0
1,6.609666,4,5,0,40,2,2,12.993294,0,12,2,1,2,1,2,1
2,3.626269,4.621594,5,0,40,0,2,3.629994,1,9.54284,1,0,0,1,0,0
2,4.435408,2.459859,5,0,40,2,4.00962,0.744835,0,11,2,1,2,1,2,1
2,2.586841,3.367887,3.66891,0,40,2,2,4,0,15,1,1,1,1,2,1
2,2.030239,4.471959,3.932871,0,36.795432,1,2,4,1,13,1,1,1,1,1,1
2,4.46944,4,5,0,36.468604,2,2,5,1,11,2,1,1,0,2,1
2,5.584525,5.563598,5,0,40,2,2,5,0,11,1,1,1,1,2,1
3,3.639066,4,4.552157,0,31.547548,2,2,10.459418,0,10.549085,2,1,1,0,2,1
2,5.519631,4.589473,5,0,40,1,2,3,0,9.57327,1,1,2,1,2,1
2,2.902771,2.657137,5,0,40,2,2,3,0,11,1,1,2,1,2,1
1,7.073997,4,5,0,31.799881,2,2,2.050939,0,12,2,1,1,1,2,1
3,2.034722,2.170754,5,0,40,0,2,3,0,12,0,0,1,1,1,0
3,5.064952,2.960394,5,0,40,2,2,3,0,12,2,1,0,1,1,1
1,3.26363,6.686068,5,0,40,2,2,3,0,11,0,0,0,1,0,0
3,4.612815,4,5,0,33.827827,2,2,3,0,11,0,1,1,1,2,1
2,4.496697,4,5,0,33.93778,2,2,4,0,12,2,1,2,1,2,1
1,3.043041,4,5,1,35.072468,2,11.466859,4,1,11,1,1,2,1,2,1
3,4.511803,6.302922,5,0,40,2,2,3,1,11,0,1,1,1,2,1
3,4.469784,6.771908,5,2,33.80536,0,2,3,0,11,1,0,1,1,1,0
3,1.976364,3.25884,5,0,40,1,2,3,0,9.62344,0,0,1,0,1,0
2,4.389359,2.14751,5,0,40,2,2,1.445582,0,9.35722,2,1,1,1,2,1
1,2.585066,4,2.03274,0,29.980176,2,3.07861,4,0,10.076105,2,1,1,1,0,0
2,1.972295,4,5,2,40,0,2,3,1,11,0,1,1,1,2,1
2,2.602133,4.644857,5,1,31.410626,2,10,0.696771,0,11,0,1,2,1,2,1
2,2.604927,2.952724,3.627994,1,33.014697,2,2,3,1,13,1,0,0,1,0,0
1,2.597559,4.594083,5,0,38.230399,2,2,0.608873,1,11,0,1,1,1,2,1
3,4.563174,4.49237,5,0,34.775914,2,2,3,0,11,2,1,1,1,1,1
3,5.831877,4.352684,5,0,34.576991,2,2,3,0,11,2,1,2,1,2,1
1,3.788748,2.211503,5,0,37.668205,2,11.751724,1.524045,0,15,1,1,1,1,0,0
2,6.119867,4.415913,5.1,0,37.561256,2,2,3,0,11,0,1,1,1,1,1
2,3.236935,3.129499,5,0,37.75362,1,2,1.216385,0,11,1,0,0,0,0,0
2,4.471158,3.160568,5,0,35.690828,2,12.603696,5,0,11,1,1,2,1,2,1
2,4.957765,4.501322,5,0,33.297937,2,10,9.07338,0,11,1,1,1,1,2,1
3,1.971358,2.35551,5,0,37.639171,0,2,3,0,11,1,1,1,1,0,0
1,6.746116,4,5,0,37.499296,2,2,1.469183,0,12,0,1,1,1,2,1
3,2.072768,2.139894,5,0,40,0,2,1.87617,0,9.53376,0,1,1,1,0,0
2,4.016142,2.506559,4.578744,0,40,2,2,3,0,13,2,1,1,1,0,1
3,4.476634,4.59603,4.205385,0,40,2,2,5.939933,0,9.467409,1,0,1,0,2,1
1,5.95768,4,5,2,36.200506,2,2,1.264936,0,12,2,1,1,1,2,1
2,2.586448,2.014134,5,0,40,0,2,3,0,10.023175,0,1,0,1,0,0
2,5.43544,4,5,0,40,2,2,3,0,11,2,1,2,1,2,1
2,4.541602,4.342346,5,1,40,2,2,5,0,11,1,1,1,1,2,1
3,4.55936,4.545869,5,2,40,2,5.504561,3,0,15,2,1,1,1,2,1
2,2.627592,2.006076,5,1,40,0,2,3,0,9.772092,0,0,1,1,2,0
2,1.966968,4.478771,5,1,32.109617,2,10,1.516145,0,12,1,1,2,1,2,1
1,2.058275,4,5,0,33.388384,2,2,4,1,12,1,1,1,1,1,1
3,3.434272,4,5.1,0,40,2,1.280807,3,0,13,1,1,2,1,2,1
3,2.062934,2.625331,5,2,39,2,2,3,0,9.135216,1,0,1,0,2,0
3,5.292061,4.366911,5,1,37.537113,2,2,3,0,11,2,1,2,1,2,1
1,2.052678,5.67285,2.163066,0,40,0,2,3,0,15,0,1,1,1,2,0
2,2.644903,2.841608,5,2,40,2,2,3,0,9.407938,1,0,0,1,0,0
2,2.037598,2.2209,3.385457,2,40,0,2,3,0,10.533724,0,1,2,1,2,0
1,7.023057,2.269775,5,0,40,2,2,1.759251,0,9.789275,0,1,1,1,2,1
2,4.424891,4.541456,5,0,37.273544,2,2,3,0,11,2,1,2,1,0,1
2,5.317338,4.759258,5,0,40,2,2,3,0,12,1,1,1,1,2,1
1,5.952819,6.265112,5,0,37.463876,1,2,-0.116105,0,11,2,1,2,1,2,1
3,4.059445,4,5,1,40,2,2,7.219106,0,15,1,1,2,1,2,1
3,4.487374,4,5,0,38.219837,2,2,1.814244,0,15,0,1,1,1,2,1
3,4.04572,3.019084,5,0,34.535716,0,10,8.858956,0,11,0,1,2,1,2,1
1,7.206531,4,5,1,37.869547,2,8.739336,3,0,11,1,1,2,1,2,1
3,5.030177,4.556005,5,0,37.856194,2,2,3,0,11,1,1,2,1,2,1
3,4.76148,4,5,0,40,1,2,3,1,12,0,1,2,1,2,1
1,3.652673,5.989626,5,2,38.038193,2,2,3,0,9.750429,1,1,0,1,2,0
2,4.408041,5.461603,5,0,40,2,2,5,0,15,2,1,2,1,1,1
1,5.887248,3.13735,5,0,38.312998,2,2,4,0,12,2,1,1,1,2,1
3,1.986796,2.991426,5,0,33.125753,2,2,3,0,11,2,1,2,1,2,1
2,4.600716,4,5,0,40,2,2,3,0,11,1,1,1,1,2,1
2,4.193991,4,5,2,40,2,2,3,0,9.682218,0,1,1,1,2,0
1,2.737562,4,5.244502,0,40,0,2,3,0,11,2,1,1,1,0,0
3,4.086838,4,5,0,30.160645,2,2,3,0,12,0,1,2,1,2,1
1,2.612012,2.082737,5,0,39,2,2,1.54834,0,10.010869,2,1,2,1,2,1
3,3.724019,4.975788,5,0,40,2,10,1.453332,1,11,0,1,1,1,2,1
3,3.674539,4,5,0,40,2,2,3,1,12,1,1,0,1,1,1
3,4.525451,3.479743,5.1,0,37.601848,2,2,3,0,13,0,1,1,1,2,1
2,4.661491,4,5,0,35.69893,2,2,4,0,10.149373,0,1,1,1,2,1
2,4.429048,4.432231,5,0,40,2,2,5,0,15,1,1,1,1,2,1
3,5.585003,4.806507,5,0,37.667634,2,14.185604,-3.01828,0,12,1,1,1,1,2,1
3,3.620948,4,5,0,35.062289,2,2,3,0,12,1,1,0,1,1,1
1,3.127046,4,5,0,37.692478,2,14,3,1,12,1,1,1,1,1,1
1,1.991626,4.595498,5,2,40,0,2,3,0,9.090806,0,0,1,0,1,0
2,4.610965,4.673378,5,0,32.045615,2,2,5,0,9.812587,2,1,2,1,1,1
1,1.961115,3.12178,5,0,38.196494,2,2,3,1,11,2,1,0,1,2,0
2,2.590297,4.56702,5,0,40,0,2,3,0,11,0,1,0,1,2,0
2,4.516871,4,5,0,40,2,2,4,0,11,2,1,1,1,2,1
1,2.781306,3.048542,5,0,40,1,2,3,0,11,1,1,1,1,0,0
3,3.662236,3.206888,5,0,40,2,2,3,0,11,2,1,1,1,2,1
1,3.633975,3.210578,5,2,37.550817,0,2,5,0,9.958742,0,0,1,1,2,0
2,1.967114,3.097335,5,0,38.218712,0,2,1.330735,0,11,2,0,1,0,1,0
2,4.506418,1.912337,5,0,37.25951,2,2,5,0,11,0,1,1,1,2,1
3,3.611848,4,5,0,38.097023,2,2,5,0,11,1,1,2,1,2,1
2,3.911454,6.27389,2.026431,2,40,2,0.80698,3,0,15,0,1,1,1,2,0
3,1.996724,3.391484,5.1,0,35.81104,0,2,3,0,13,0,1,1,1,0,0
2,3.92958,4,4.515215,0,40,2,2,3,0,15,2,1,1,1,1,1
2,3.661033,2.846534,5,0,39,0,2,3,1,10.410604,0,0,2,1,0,0
2,3.79057,5.209573,5,0,40,2,2,3,0,13,0,1,1,1,0,0
1,2.93716,4,5,0,40,2,2,1.239185,0,11,0,1,2,1,1,1
2,2.762099,2.945596,5,0,40,0,2,3,0,11,0,0,1,0,1,0
1,4.040423,7.331544,5,1,40,2,2,4,0,10.300839,1,1,1,1,2,1
2,3.020088,4.494838,4.511776,0,40,2,2,9.640053,0,13,0,1,2,1,2,1
1,2.930658,3.190011,4.635526,0,40,2,2,5,1,9.247169,0,1,0,1,2,1
2,4.5488,4.694265,5,1,37.710959,2,2,3,0,11,0,1,2,1,2,1
3,2.031753,2.450618,5,0,40,0,2,3,0,11,2,0,1,1,1,0
2,4.520031,4,5,0,37.24522,2,2,3,0,11,0,1,1,1,2,1
2,4.43226,4,5,0,40,2,2,3,1,11,1,1,1,1,1,1
1,3.860718,4.35746,3.348619,0,40,2,2,3,1,9.436895,1,1,0,1,2,0
2,2.906194,5.425726,5,0,37.487973,2,2,3,1,12,1,1,2,1,2,1
1,2.021181,4.491506,5,0,40,0,2,0.998172,1,9.72907,1,1,1,1,2,1
1,3.174748,4.636613,5,2,33.054867,0,2,1.776343,0,9.714709,1,1,0,1,2,0
3,4.916223,6.27755,5,1,37.901211,2,2,3,0,11,2,1,1,1,2,1
1,4.504287,5.489923,5,0,37.258728,2,2,-0.398248,0,12,2,1,2,1,2,1
2,2.970608,3.219434,5,0,37.816335,2,2,5,0,12,0,1,1,1,2,1
3,1.999445,4,5,0,40,0,2,3,0,9.650897,0,1,1,1,1,0
2,4.409486,4,2.071185,2,33.692506,2,2,4,0,13,2,1,2,1,2,1
3,4.057689,4,5,0,38.535603,2,2,3,0,10.387635,1,1,1,1,1,1
1,6.428014,4,3.569345,0,40,0,2,3,1,12,1,0,0,1,0,0
2,4.554582,4,5,0,40,2,1.876614,5,0,11,1,1,1,1,2,1
1,1.960501,4,5,2,40,0,2,3,0,9.396065,0,1,1,1,2,0
3,4.201953,4.468074,5,0,34.217516,2,2,4,0,15,2,1,1,1,1,1
1,6.342373,4,5,0,37.063195,2,2,1.162055,0,12,0,1,2,1,2,1
3,5.015669,5.438561,5,0,37.559109,2,2,5,0,9.877862,2,1,2,1,1,1
1,1.99261,4,5,2,37.707268,0,2,3,1,9.40587,2,0,0,0,0,0
2,4.055241,4.671614,2.039781,0,38.352406,2,2,3,1,9.9701,1,1,0,1,0,0
1,2.004228,4,2.055561,0,37.153884,2,2,5,1,10.346002,2,0,0,1,0,0
2,2.031545,1.928849,5,2,34.942464,2,2,5,1,11,0,1,1,1,2,1
3,1.977749,2.194426,5,0,38.224937,0,12.383766,2.089303,1,12,0,0,0,1,1,0
2,3.987585,5.399746,5,1,37.743741,0,2,5,1,11,2,0,0,0,0,0
2,4.560216,4,5,0,40,2,2,3,0,12,0,1,2,1,1,1
2,4.55749,4.414946,5,1,40,2,10,3.208396,0,9.14805,2,1,1,0,2,1
3,3.937265,4,5,0,37.798042,2,2,3,0,15,0,1,0,1,0,1
1,1.979919,4,5,2,37.839234,2,2,3,1,9.218037,1,1,0,1,2,0
2,3.561583,1.879477,5,0,40,2,2,3,0,11,1,1,1,1,1,1
2,4.708756,4,5,1,33.730361,1,2,5,0,11,0,1,2,1,2,1
1,3.829173,3.095547,5,0,32.086696,0,2,12.686009,0,10.069817,0,1,0,1,2,0
2,4.567988,6.365392,5,0,37.247073,2,2,3,0,9.707243,2,1,0,1,1,1
3,2.012154,2.745855,5,0,37.425213,2,2,3,1,12,2,1,1,1,2,1
2,4.466203,5.724049,5,0,40,2,2,3,0,10.189153,0,1,1,1,2,0
3,3.527278,4,5,0,33.36822,2,2,3,0,12,2,1,1,1,2,1
2,2.480103,2.437289,1.957021,0,40,1,2,3,0,10.160973,0,1,0,1,2,0
2,3.619549,4,5,0,32.317586,0,2,3,0,11,1,0,0,0,1,0
3,2.049272,2.485145,5,0,40,0,2,4,0,10.096736,0,1,0,1,2,0
3,6.546368,6.323167,5,0,40,2,13.155617,5,0,9.735855,1,1,1,1,2,1
2,1.95333,2.288389,5,0,37.503763,2,2,4,1,11,2,1,1,1,1,1
2,2.00638,2.823467,5,0,40,0,2,3,0,10.110519,0,1,1,1,2,0
3,3.535736,4,5,0,40,2,2,3,0,9.871939,1,1,2,1,2,1
2,2.809436,3.138509,5,0,38.051657,0,2,3,0,11,1,1,0,1,2,0
2,4.429768,4.451014,5.1,0,40,2,2,4,1,15,0,1,1,1,2,1
